# file...... TransformerLosses.csv
# date...... Fri Sep  5 18:36:55 2014
# user...... omfwsgi
# host...... (null)
# group..... class=transformer
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_losses_A.real),sum(power_losses_A.imag),sum(power_losses_B.real),sum(power_losses_B.imag),sum(power_losses_C.real),sum(power_losses_C.imag)
2014-04-11 15:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 16:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 17:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 18:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 19:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 20:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 21:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 22:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-11 23:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 00:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 01:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 02:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 03:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 04:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 05:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 06:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 07:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 08:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 09:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 10:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 11:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 12:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 13:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 14:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 15:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 16:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 17:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 18:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 19:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 20:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 21:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 22:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-12 23:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 00:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 01:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 02:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 03:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 04:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 05:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 06:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 07:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 08:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 09:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 10:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 11:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 12:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 13:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 14:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 15:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 16:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 17:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 18:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 19:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 20:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 21:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 22:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-13 23:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 00:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 01:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 02:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 03:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 04:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 05:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 06:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 07:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 08:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 09:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 10:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 11:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 12:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 13:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 14:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 15:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 16:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 17:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 18:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 19:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 20:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 21:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 22:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-14 23:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 00:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 01:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 02:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 03:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 04:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 05:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 06:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 07:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 08:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 09:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 10:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 11:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 12:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 13:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 14:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 15:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 16:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 17:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 18:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 19:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 20:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 21:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 22:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-15 23:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 00:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 01:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 02:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 03:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 04:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 05:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 06:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 07:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 08:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 09:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 10:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 11:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 12:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 13:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 14:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 15:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 16:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 17:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 18:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 19:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 20:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 21:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 22:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
2014-04-16 23:00:00 PDT,+381.583,+1869.74,+232.728,+1147.13,+230.489,+1134.84
