# file...... UndergroundLosses.csv
# date...... Wed Oct 12 09:31:47 2016
# user...... brendanlewis
# host...... (null)
# group..... class=underground_line
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_losses_A.real),sum(power_losses_A.imag),sum(power_losses_B.real),sum(power_losses_B.imag),sum(power_losses_C.real),sum(power_losses_C.imag)
2011-04-15 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-15 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-16 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-17 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-18 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-19 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-20 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-21 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 17:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 18:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 19:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 20:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 21:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 22:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-22 23:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 00:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 01:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 02:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 03:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 04:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 05:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 06:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 07:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 08:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 09:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 10:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 11:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 12:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 13:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 14:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 15:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
2011-04-23 16:00:00 PDT,+7229.16,+7233.83,+3429.34,+6155.47,+4295.4,+6594.11
