# file...... Voltage_tm_1.csv
# date...... Wed Aug 15 10:27:49 2012
# user...... dwp0
# host...... (null)
# target.... triplex_meter 19
# trigger... (none)
# interval.. 60
# limit..... 14400
# timestamp,voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2000-01-01 00:00:00 PST,+120.299,-0.064268,+120.347,-0.0826529,+240.646,-0.146921
2000-01-01 00:01:00 PST,+120.299,-0.064268,+120.347,-0.0826529,+240.646,-0.146921
2000-01-01 00:02:00 PST,+120.299,-0.064268,+120.347,-0.0826529,+240.646,-0.146921
2000-01-01 00:03:00 PST,+120.299,-0.064268,+120.347,-0.0826529,+240.646,-0.146921
2000-01-01 00:04:00 PST,+120.299,-0.064268,+120.347,-0.0826529,+240.646,-0.146921
2000-01-01 00:05:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:06:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:07:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:08:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:09:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:10:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:11:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:12:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:13:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:14:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:15:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:16:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:17:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:18:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:19:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:20:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:21:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:22:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:23:00 PST,+120.669,+0.0104546,+120.717,-0.00792829,+241.386,+0.00252636
2000-01-01 00:24:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:25:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:26:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:27:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:28:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:29:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:30:00 PST,+120.685,+0.0115696,+120.711,-0.010122,+241.395,+0.00144754
2000-01-01 00:31:00 PST,+120.681,+0.0085971,+120.721,-0.00579154,+241.402,+0.00280557
2000-01-01 00:32:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:33:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:34:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:35:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:36:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:37:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:38:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:39:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:40:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:41:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:42:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:43:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:44:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:45:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:46:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:47:00 PST,+120.681,+0.0085971,+120.721,-0.00579153,+241.402,+0.00280557
2000-01-01 00:48:00 PST,+120.304,+0.059287,+120.344,+0.0449375,+240.648,+0.104225
2000-01-01 00:49:00 PST,+120.304,+0.0592772,+120.344,+0.0449276,+240.649,+0.104205
